,query_id,device_classification_name,approval_number,device_name,applicant_name,applicant_contact,correspondent_name,regulation_number,classification_product_code,date_received,decision_date,decision,regulation_medical_specialty,review_panel,summary_link,type,reviewed_by_third_party,combination_product
8719,K191582,"system, tomography, computed, emission",k191582,cartesion prime,paul  biggins,paul  biggins,orlando  tadeo,892.1200,kps,06/14/2019,08/13/2019,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k191582.pdf,traditional,no,no
8720,K210325,"appliance, fixation, spinal intervertebral body",k210325,apollo anterior cervical plate (acp) system,laszlo  garamszegi,laszlo  garamszegi,jeffrey  brittan,888.3060,kwq,02/04/2021,03/23/2021,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k210325.pdf,traditional,no,no
8721,K231112,shoulder arthroplasty implantation system,k231112,"materialise shoulder system™, materialise shoulder guide and models, surgicase shoulder planner",giulia  girola,giulia  girola,giulia  girola,888.3660,qhe,04/19/2023,09/12/2023,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf23/k231112.pdf,traditional,no,no
8722,K180562,"crown and bridge, temporary, resin",k180562,"temp basic, temp premium, temp premium flexible, multistratum flexible, therapon, try-in, burnout, try-in & burnout",julian  steger,julian  steger,sandra  leitner,872.3770,ebg,03/05/2018,06/28/2018,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k180562.pdf,traditional,no,no
8723,K212778,nucleic acid amplification test for the quantitation of epstein-barr virus (ebv) dna,k212778,"alinity m ebv amp kit (list no. 09n43-095), alinity m ebv ctrl kit (list no. 09n43-085), alinity m ebv cal kit (list no. 09n43-075)",gina  sammarco,gina  sammarco,gina  sammarco,866.3183,qlx,09/01/2021,07/15/2022,substantially equivalent     (sese),microbiology,microbiology,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k212778.pdf,traditional,no,no
8724,K191990,"aligner, sequential",k191990,osw aligner system,ian  kitching,ian  kitching,mark  job,872.5470,nxc,07/25/2019,08/23/2019,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k191990.pdf,traditional,yes,no
8725,K182661,"device, anti-snoring",k182661,kava and kava with herbst,"phillip ""sonnie"" bocala","phillip ""sonnie"" bocala",cheryl  fisher,872.5570,lrk,09/25/2018,02/13/2019,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k182661.pdf,traditional,no,no
8726,K181367,"instrument, ultrasonic surgical",k181367,tenex health tx system with the txp microtip,david  vancelette,david  vancelette,david  vancelette,,lfl,05/23/2018,08/28/2018,substantially equivalent     (sese),,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k181367.pdf,traditional,no,no
8727,K180749,sacroiliac joint fixation,k180749,life spine simpact sacroiliac joint fixation system,randy  lewis,randy  lewis,randy  lewis,888.3040,our,03/22/2018,06/15/2018,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k180749.pdf,traditional,no,no
8728,K190467,"laser, comb, hair",k190467,ihelmet hair growth system,zou  jian,zou  jian,s  k,890.5500,oap,02/26/2019,12/26/2019,substantially equivalent     (sese),physical medicine,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k190467.pdf,traditional,no,no
8729,K193115,"autoantibodies, skin (bullous pemphigoid 180 and bullous pemphigoid 230",k193115,euroimmun anti-bp230-cf elisa (igg),kruti  shah,kruti  shah,kruti  shah,866.5660,oeg,11/12/2019,09/17/2020,substantially equivalent     (sese),immunology,immunology,,traditional,no,no
8730,K213755,"intervertebral fusion device with bone graft, cervical",k213755,"peridot-pt anterior cervical intervertebral body fusion system, peridot-pt intervertebral body fusion system",jimmy  kim,jimmy  kim,jimmy  kim,888.3080,odp,11/30/2021,02/17/2023,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k213755.pdf,traditional,no,no
8731,K200358,"catheter, cannula and tubing, vascular, cardiopulmonary bypass",k200358,"fem-flex ii femoral arterial cannula, fem-flex ii femoral venous cannula, femoral venous cannula, femtrak femoral venous cannula",anna  califato,anna  califato,anna  califato,870.4210,dwf,02/13/2020,03/13/2020,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k200358.pdf,special,no,no
8732,K230257,"rod, fixation, intramedullary and accessories",k230257,arthrex intramedullary nails,stacy  valdez,stacy  valdez,stacy  valdez,888.3020,hsb,01/31/2023,07/17/2023,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf23/k230257.pdf,traditional,no,no
8733,K222693,latex patient examination glove,k222693,single-use medical latex examination gloves (lg100),christine  ou,christine  ou,stuart  situ,880.6250,lyy,09/06/2022,09/24/2022,substantially equivalent     (sese),general hospital,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k222693.pdf,traditional,no,no
8734,K222567,"lubricant, personal",k222567,playground for all love sesh,sandy  vukovic,sandy  vukovic,sandy  vukovic,884.5300,nuc,08/24/2022,01/30/2023,substantially equivalent     (sese),obstetrics/gynecology,obstetrics/gynecology,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k222567.pdf,traditional,no,no
8735,K201228,"enzyme immunoassay, cocaine",k201228,psychemedics homogeneous enzyme immunoassay for cocaine in hair,neil  stowe,neil  stowe,neil  stowe,862.3250,jxo,05/07/2020,06/25/2021,substantially equivalent     (sese),toxicology,toxicology,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k201228.pdf,traditional,no,no
8736,K220091,"mesh, surgical, polymeric",k220091,poly-tape/infinity-lock soft tissue reinforcement device,steve  curran,steve  curran,steve  curran,878.3300,ftl,01/12/2022,08/26/2022,substantially equivalent     (sese),general & plastic surgery,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k220091.pdf,traditional,no,no
8737,K201720,"wire, guide, catheter",k201720,"lipps analyzer, lipps wire pressure guide wire",lizhe  zhang,lizhe  zhang,lizhe  zhang,870.1330,dqx,06/23/2020,02/18/2021,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k201720.pdf,traditional,no,no
8738,K173196,"dressing, wound and burn, hydrogel w/drug and/or biologic",k173196,suntouch dental dressing,junfeng  zhang,junfeng  zhang,junfeng  zhang,,mgq,10/02/2017,01/24/2018,substantially equivalent     (sese),,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k173196.pdf,traditional,no,no
8739,K231988,manual antimicrobial susceptibility test systems,k231988,sensititre 20-24-hour haemophilus influenzae/streptococcus pneumoniae mic or breakpoint susceptibility system with dalbavancin in the dilution range of 0.0005-2µg/ml,joel  mathew,joel  mathew,dylan  staats,866.1640,jwy,07/05/2023,08/30/2023,substantially equivalent     (sese),microbiology,microbiology,,traditional,no,no
8740,K212287,"sleeve, limb, compressible",k212287,dayspring lite,jarren  baldwin,jarren  baldwin,alex  chang,870.5800,jow,07/21/2021,09/21/2021,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k212287.pdf,special,no,no
8741,K232153,powered surgical instrument for improvement in the appearance of cellulite,k232153,avéli,melissa  viotti,melissa  viotti,melissa  viotti,878.4790,oup,07/19/2023,08/18/2023,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf23/k232153.pdf,special,no,no
8742,K210305,oximeter,k210305,pulse oximeter,cony  tang,cony  tang,reanny  wang,870.2700,dqa,02/03/2021,12/22/2021,substantially equivalent     (sese),cardiovascular,anesthesiology,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k210305.pdf,traditional,no,no
8743,K221528,"catheter, septostomy",k221528,"fogarty dilation atrioseptostomy catheter, miller balloon atrioseptostomy catheter",mahvish  iqbal,mahvish  iqbal,mahvish  iqbal,870.5175,dxf,05/26/2022,08/22/2022,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k221528.pdf,traditional,no,no
8744,K200822,"system, image processing, radiological",k200822,braid,vivian  liu,vivian  liu,vivian  liu,892.2050,llz,03/30/2020,08/13/2020,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k200822.pdf,traditional,no,no
8745,K220353,"medical glove, specialty",k220353,disposal medical nitrile examination gloves-tested for use with chemotherapy drugs,alan  chow,alan  chow,johnson  liu,880.6250,lzc,02/08/2022,03/31/2022,substantially equivalent     (sese),general hospital,general hospital,,traditional,no,no
8746,K173405,"electrosurgical, cutting & coagulation & accessories",k173405,dilumen endolumenal interventional scissors (dilumen is),dennis  daniels,dennis  daniels,john j. smith,878.4400,gei,10/31/2017,05/22/2018,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k173405.pdf,traditional,no,no
8747,K221955,"system, x-ray, extraoral source, digital",k221955,"brasseler gem, brasseler gem10, brasseler gem15, brasseler gem20",douglas a golay,douglas a golay,ed  johansen,872.1800,muh,07/05/2022,08/31/2022,substantially equivalent     (sese),dental,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k221955.pdf,traditional,no,no
8748,K230479,manual antimicrobial susceptibility test systems,k230479,comasp cefiderocol 0.008-128,fabio  brocco,fabio  brocco,laura  koeth,866.1640,jwy,02/22/2023,05/18/2023,substantially equivalent     (sese),microbiology,microbiology,,traditional,no,no
8749,K181488,"clip, implantable",k181488,ligaclip 12mm l endoscopic rotating multiple clip applier,sigfrido  delgado,sigfrido  delgado,melissa  iwu,878.4300,fzp,06/06/2018,10/30/2018,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k181488.pdf,traditional,no,no
8750,K222330,"monitor, physiological, patient (without arrhythmia detection or alarms)",k222330,the heart seat,kara  johnson,kara  johnson,donna-bea  tillman,870.2300,mwi,08/02/2022,04/24/2023,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k222330.pdf,traditional,no,no
8751,K192790,"system, test, human chorionic gonadotropin",k192790,atellica im total hcg (thcg),mey lyn vasquez,mey lyn vasquez,mey lyn vasquez,862.1155,dha,09/30/2019,10/30/2019,substantially equivalent     (sese),clinical chemistry,clinical chemistry,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k192790.pdf,traditional,no,no
8752,K231460,"appliance, fixation, spinal intervertebral body",k231460,"fortis and hana anterior cervical plate system, rex anterior cervical plate system, balteum™ & balteum-one™ lumbar plate system, and osprey™ anterior cervical plate system",jeena  mathai,jeena  mathai,jeena  mathai,888.3060,kwq,05/19/2023,07/16/2023,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf23/k231460.pdf,traditional,no,no
8753,K203316,negative pressure wound therapy powered suction pump,k203316,v.a.c.ulta negative pressure wound therapy system,margaret  marsh,margaret  marsh,margaret  marsh,878.4780,omp,11/10/2020,10/27/2021,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k203316.pdf,traditional,no,no
8754,K192886,"wire, guide, catheter",k192886,"omniwire pressure guide wire, 185 cm straight tip, omniwire pressure guide wire, 185 cm j-tip",jenny  fu,jenny  fu,jenny  fu,870.1330,dqx,10/10/2019,03/26/2020,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k192886.pdf,traditional,no,no
8755,K180761,"electrode, cortical",k180761,sd ltm stim cortical stimulator,monica  camillo,monica  camillo,john  ziobro,882.1310,gyc,03/23/2018,06/18/2018,substantially equivalent     (sese),neurology,neurology,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k180761.pdf,traditional,no,no
8756,K221483,"apparatus, autotransfusion",k221483,flowsaver blood return system,kaitlyn  weinkauf,kaitlyn  weinkauf,kaitlyn  weinkauf,868.5830,cac,05/23/2022,02/17/2023,substantially equivalent     (sese),anesthesiology,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k221483.pdf,traditional,no,no
8757,K212560,shoulder arthroplasty implantation system,k212560,signature™ one system,sankalp  dere,sankalp  dere,sankalp  dere,888.3660,qhe,08/13/2021,10/12/2021,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k212560.pdf,traditional,no,no
8758,K190512,"snare, flexible",k190512,"smartband emr kit, smartband emr pack, smartsnare",melissa  clark,melissa  clark,melissa  clark,876.4300,fdi,03/01/2019,11/22/2019,substantially equivalent     (sese),gastroenterology/urology,gastroenterology/urology,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k190512.pdf,traditional,no,no
8759,K221320,"tomography, optical coherence",k221320,scanning laser ophthalmoscope mirante [slo/oct model] with image filing software navis-ex; scanning laser ophthalmoscope mirante [slo model] with image filing software navis-ex,tsutomu  sunada,tsutomu  sunada,ryan  bouchard,886.1570,obo,05/06/2022,03/30/2023,substantially equivalent     (sese),ophthalmic,ophthalmic,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k221320.pdf,traditional,no,no
8760,K212029,polymer patient examination glove,k212029,disposable medical nitrile examination gloves (non-sterile),hua  cong,hua  cong,helen  nan,880.6250,lza,06/29/2021,11/16/2021,substantially equivalent     (sese),general hospital,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k212029.pdf,traditional,no,no
8761,K203468,"sterilization wrap containers, trays, cassettes & other accessories",k203468,tcat tka instrument tray,george j. prendergast,george j. prendergast,george j. prendergast,880.6850,kct,11/25/2020,12/20/2021,substantially equivalent     (sese),general hospital,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k203468.pdf,traditional,no,no
8762,K231872,"electrosurgical, cutting & coagulation & accessories",k231872,polaris bipolar electrosurgical generator (29-1000); polaris irrigation module (29-1600); polaris light source module (29-1900); dual footswitch (29-1020),matthew  prario,matthew  prario,matthew  prario,878.4400,gei,06/26/2023,08/25/2023,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf23/k231872.pdf,traditional,no,no
8763,K221200,"stimulator, muscle, powered, for muscle conditioning",k221200,"xbody go usa, xbody pro usa",orsolya  balog,orsolya  balog,bhoomika  joyappa,890.5850,ngx,04/26/2022,01/31/2023,substantially equivalent     (sese),physical medicine,physical medicine,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k221200.pdf,traditional,no,no
8764,K221951,"catheter, percutaneous, neurovasculature",k221951,branchor balloon guide catheter,katsuhiko  fujimura,katsuhiko  fujimura,cynthia  valenzuela,870.1250,qjp,07/05/2022,10/11/2022,substantially equivalent     (sese),cardiovascular,neurology,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k221951.pdf,special,no,no
8765,K233185,"electrosurgical, cutting & coagulation & accessories",k233185,model p8400 controller for c2dx’s hemostatix thermal scalpel system,brad  beale,brad  beale,brad  beale,878.4400,gei,09/28/2023,10/24/2023,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,,special,no,no
8766,K182099,"prosthesis, hip, semi-constrained, metal/polymer, porous uncemented",k182099,delta tt pro,roberto  gabetta,roberto  gabetta,roberto  gabetta,888.3358,lph,08/03/2018,12/26/2018,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k182099.pdf,traditional,no,no
8767,K182226,"monitor, physiological, patient (without arrhythmia detection or alarms)",k182226,airstrip rpm invisionheart adapter,kirk  johnson,kirk  johnson,mark  job,870.2300,mwi,08/16/2018,09/11/2018,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k182226.pdf,traditional,yes,no
