,query_id,device,generic_name,applicant,pma_number,date_received,decision_date,product_code,docket_number,notice_date,advisory_committee,expedited_review_granted,combination_product,approval_order,summary,labeling,supplements,recalls
710,P890017,palmaz balloon expandable stent,"stent, renal","cordis us corporation14201 n.w. 60th avenuemiami lakes, fl 33014",p890017,03/13/1989,09/27/1991,nin,91m-0398,11/14/1991,cardiovascular,no,no,,,,s002 s004 s005 s006 s007 s008 s009 s010 s011 s014 s015 s016 s017 s018 s019 s020 s022 s023,
711,P080020,gel-one,"acid, hyaluronic, intraarticular","seikagaku corp.6-1, marunouchi 1-chome,chiyoda-kutokyo 100-0-0005",p080020,07/31/2008,03/22/2011,moz,11m-0198,03/31/2011,orthopedic,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf8/p080020b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s035 s036 s037 s038 s039 s040 s042 s043 s044 s045 s046 s047 s048 s049 s051,
712,P120007,aptima hpv 16 18/45 genotype assay,"kit, rna detection, human papillomavirus","gen-probe incorporated10210 genetic center drivesan diego, ca 92121",p120007,04/19/2012,10/12/2012,oyb,12m-1066,11/01/2012,microbiology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf12/p120007b.pdf,labeling,s001 s002 s003 s004 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030,
713,P050052,radiesse injectable implant,"implant, dermal, for aesthetic use","merz north america, inc4133 courtney roadsuite 10franksville, wi 53126",p050052,12/22/2005,12/22/2006,lmh,07m-0007,01/17/2007,general & plastic surgery,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf5/p050052b.pdf,labeling,s002 s003 s004 s005 s006 s007 s009 s010 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s060 s061 s062 s063 s064 s065 s066 s067 s068 s069 s070 s071 s072 s073 s074 s075 s076 s077 s078 s079 s080 s081 s082 s083 s084 s085 s086 s087 s088 s089 s090 s091 s092 s093 s094 s095 s096 s097 s098 s099 s100 s102 s104 s105 s106 s108 s109 s110 s111 s112 s113 s114 s115 s116 s117 s118 s119 s120 s121 s122 s124 s125 s126 s127 s128 s129 s130 s131 s132 s134 s135 s136 s137 s138 s139 s140 s141 s142 s144 s145 s146 s148 s149 s150 s152 s153 s154,cdrh recalls
714,P160017,minimed 670g system,"automated insulin dosing device system, single hormonal control","medtronic minimed, inc.18000 devonshire streetnorthridge, ca 91325",p160017,06/16/2016,09/28/2016,ozp,16m-1972,09/28/2016,clinical chemistry,yes,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf16/p160017b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s010 s011 s012 s013 s014 s016 s017 s018 s019 s020 s021 s023 s024 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s057 s058 s059 s060 s061 s062 s064 s065 s066 s067 s069 s070 s072 s073 s074 s075 s076 s077 s078 s079 s080 s081 s082 s083 s085 s086 s087 s088 s089 s090 s091 s092 s093 s094 s095 s096 s098 s099 s100 s102 s103 s105 s106 s108 s109 s110 s111,cdrh recalls
715,P110016,therapy cool path duo/ safire blu duo ablation catheter and ibi 1500t9-cp v1.6 cardiac ablation generator,"catheter, percutaneous, cardiac ablation, for treatment of atrial flutter","abbott medical2375 morse avenueplymouth, mn 55442",p110016,04/15/2011,01/25/2012,oad,12m-0112,02/02/2012,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf11/p110016b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s038 s039 s040 s041 s043 s044 s045 s046 s047 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s060 s061 s062 s063 s064 s065 s066 s067 s068 s069 s070 s071 s072 s073 s074 s075 s076 s077 s078 s079 s080 s081 s082 s083 s085 s086,
716,P210037,"prospera spinal cord stimulation (scs) system, resilience percutaneous lead, homestream remote management","stimulator, spinal-cord, totally implanted for pain relief","biotronik nro, inc.6024 jean roadlake oswego, or 97035",p210037,12/02/2021,03/31/2023,lgw,23m-1260,04/05/2023,neurology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf21/p210037b.pdf,labelinglabeling part 2,s001,
717,P140013,minerva endometrial ablation system,"device, thermal ablation, endometrial","minerva surgical101 saginaw driveredwood city, ca 94063",p140013,07/01/2014,07/27/2015,mnb,15m-2739,08/27/2015,obstetrics/gynecology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf14/p140013b.pdf,labelinglabeling part 2,s001 s002 s003 s004 s005 s006 s007 s009 s010 s011 s012 s013,
718,P050043,"femoral introducer sheath and hemostasis (fish) device 5,6, and 8 french","device, hemostasis, vascular","morris innovative research inc907 w.second stbloomington, in 47403",p050043,11/23/2005,08/20/2007,mgb,07m-0344,09/18/2007,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf5/p050043b.pdf,labeling,s001 s002 s004 s005 s006 s008,
719,P200003,imagio breast imaging system,optoacoustic imaging system,"seno medical instruments, inc.8023 vantage drive, suite 1000san antonio, tx 78230",p200003,01/31/2020,01/11/2021,qnk,21m-0070,01/13/2021,radiology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf20/p200003b.pdf,labeling,s001,
720,P110015,gastric emptying breath test (gebt),gastric emptying breath test,"advanced breath diagnostics105 westpark dr.suite 150brentwood, tn 37027",p110015,04/13/2011,04/06/2015,pge,15m-1178,04/14/2015,clinical chemistry,no,yes,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf11/p110015b.pdf,labeling,s002 s004 s005 s006 s007 s008 s009 s010,
721,P050034,implantable miniature telescope (imt),"telescope, implantable, miniature","samsara vision inc.27 us highway 202suite 8/9far hills, nj 07931",p050034,09/09/2005,07/01/2010,ncj,10m-0361,07/07/2010,ophthalmic,yes,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf5/p050034b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s019 s020,
722,P170001,virtis sacral neuromodulation system,"stimulator, electrical, implantable, for incontinence","cirtec medical corporation9200 xylon avenue nbrooklyn park, mn 55445",p170001,01/17/2017,01/11/2023,ezw,,,gastroenterology/urology,no,no,,,,,
723,P200016,foundationone liquid cdx,"next generation sequencing oncology panel, somatic or germline variant detection system","foundation medicine, inc.150 second streetcambridge, ma 02141",p200016,03/09/2020,11/06/2020,pqp,20m-2191,11/19/2020,,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf20/p200016b.pdf,labeling,s001 s002,
724,P990038,diasorin eti mak-2 plus assay,"test, hepatitis b (b core, be antigen, be antibody, b core igm)","diasorin, inc.1951 northwestern ave.stillwater, mn 55082-0285",p990038,07/02/1999,03/30/2001,lom,01m-0451,10/09/2001,microbiology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf/p990038b.pdf,labeling,s002 s003 s004 s005 s006 s007 s008 s010 s011 s012 s013 s014 s015 s017 s018 s019 s020 s021 s022 s023 s024 s025 s027 s028 s029 s030 s031 s032,
725,P100009,mitraclip delivery system,mitral valve repair devices,"abbott medical177 country road b eastst. paul, mn 55117",p100009,03/04/2010,10/24/2013,nkm,13m-1365,11/15/2013,cardiovascular,yes,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf10/p100009b.pdf,labeling,s001 s002 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s042 s043 s044 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s056 s057 s058 s059 s060,cdrh recalls
726,P990004,"surgifoam absorbable gelatin sponge, usp","agent, absorbable hemostatic, collagen based",ferrosan meidcal devices a/ssydmarken 5soeborg 08876,p990004,01/22/1999,09/30/1999,lmf,99m-4776,,general & plastic surgery,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf/p990004b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s060 s061 s062 s063,cdrh recalls
727,P160007,guardian connect system,"sensor, glucose, invasive","medtronic minimed18000 devonshire streetnorthridge, ca 91325-1219",p160007,03/08/2016,03/08/2018,mds,18m-1371,04/10/2018,clinical chemistry,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf16/p160007b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s013 s015 s016 s017 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s039 s040 s041 s042 s043 s044 s046,cdrh recalls
728,P060037,nexgen lps-flex mobile and lps-mobile bearing knee system,"prosthesis, knee, patellofemorotibial, semi-constrained, metal/polymer, mobile bearing","zimmer, inc.p.o. box 708warsaw, in 46581-0708",p060037,12/18/2006,12/10/2007,njl,08m-0522,09/26/2008,orthopedic,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf6/p060037b.pdf,labeling,s001 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s060 s061 s062 s063 s064 s065 s066 s067 s068 s069 s070 s071 s072 s073 s074 s075 s076 s077 s078 s079 s080 s081 s082 s083 s084,cdrh recalls
729,P170002,"rha 2, rha 3, rha 4","implant, dermal, for aesthetic use",teoxane s.a.les charmillesrue de lyon 105geneva 1203,p170002,01/17/2017,10/19/2017,lmh,17m-6232,10/23/2017,general & plastic surgery,no,yes,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf17/p170002b.pdf,labelinglabeling part 2,s002 s003 s004 s005 s006 s007 s008 s009 s010 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033,
730,P170027,therox downstream system,"system, oxygen, aqueous","zoll circulation, inc.2000 ringwood avesan jose, ca 95131",p170027,09/15/2017,04/02/2019,mwg,19m-1582,04/04/2019,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf17/p170027b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010,
731,P110005,sinovial (sodium hyaluronate 0.8%),"acid, hyaluronic, intraarticular","ibsa institut biochimique savia al ponte 13, ch-6903lugano ticino 6903",p110005,02/10/2011,05/09/2014,moz,14m-0691,05/29/2014,orthopedic,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf11/p110005b.pdf,labelinglabeling part 2,s001 s002 s003 s004 s005 s006 s007 s008 s009 s011 s012 s013,
732,P030022,reflection ceramic acetabular system,"prosthesis, hip, semi-constrained, metal/ceramic/ceramic/metal, cemented or uncemented","smith & nephew, inc.1450 brooks roadmemphis, tn 38116",p030022,06/11/2003,12/17/2004,mra,05m-0027,01/21/2005,orthopedic,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf3/p030022b.pdf,labelinglabeling part 2,s001 s002 s003 s004 s005 s006 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s047 s048 s049,cdrh recalls
733,P150005,blazer open-irrigated ablation catheter,"catheter, percutaneous, cardiac ablation, for treatment of atrial flutter","boston scientific corp.150 baytech drivesan jose, ca 95134",p150005,02/02/2015,02/24/2016,oad,16m-0807,03/07/2016,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf15/p150005b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s060 s061 s062 s063 s064 s065 s066 s067 s068 s069 s070 s071 s072 s073 s075 s076 s078,cdrh recalls
734,P980043,hancock ii porcine bioprosthesis,replacement heart-valve,"medtronic, inc.1851 east deere ave.santa ana, ca 92705",p980043,10/29/1998,09/28/1999,dye,99m-4279,10/15/1999,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf/p980043b.pdf,labeling,s001 s002 s004 s005 s007 s008 s009 s010 s012 s013 s014 s015 s016 s017 s018 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s061 s062 s063 s065 s066 s067 s068 s069 s070 s071 s072 s073 s074 s075 s076 s077,cdrh recalls
735,P990021,diomed 630 pdt laser,"system, laser, photodynamic therapy","pinnacle biologics, inc.2801 lakeside drive. suite 210bannockburn, il 60015",p990021,05/04/1999,06/30/2000,mvf,00m-1387,07/14/2000,general & plastic surgery,no,yes,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf/p990021b.pdf,labeling,s001 s002 s003 s004 s005,
736,P040013,gem 21s (growth-factor enhanced matrix,"bone grafting material, dental, with biologic component","lynch biologics llc5526 joseph streetfranklin, tn 37064",p040013,03/12/2004,11/18/2005,npz,05m-0474,11/28/2005,dental,no,yes,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf4/p040013b.pdf,labeling,s002 s003 s004 s005 s006 s008 s009 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s027 s028,
737,P030023,ophtec capsular tension ring models 276 and 275 and stabileyes models stbl2us and stbl13us,"ring, endocapsular","ophtec usa, inc.6421 congress ave., suite 112boca raton, fl 33487",p030023,06/17/2003,04/27/2004,mrj,04m-0248,05/26/2004,ophthalmic,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf3/p030023b.pdf,labeling,s001 s002 s004 s005 s006 s007 s008,
738,P130010,"vega steroid-eluting endocardial leads (vega™ r45, vega™ r52, and vega™ r58)",drug eluting permanent right ventricular (rv) or right atrial (ra) pacemaker electrodes,"microport crm usa inc.5640 airline roadarlington, tn 38002",p130010,05/06/2013,05/17/2023,nvn,,,cardiovascular,no,yes,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf13/p130010b.pdf,labeling,,
739,P190024,cintec plus cytology,"immunocytochemistry assay, p16/ki-67","ventana medical systems, inc.1910 e innovation park drivetucson, az 85755",p190024,09/12/2019,03/10/2020,qkf,20m-1083,03/16/2020,pathology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf19/p190024b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010,
740,P050050,scandinavian total ankle replacement system (s.t.a.r.ankle),"prosthesis, ankle, uncemented, non-constrained","djo global9800 metric boulevardaustin, tx 78758",p050050,12/07/2005,05/27/2009,ntg,11m-0323,05/10/2011,orthopedic,yes,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf5/p050050b.pdf,labeling,s001 s002 s004 s005 s006 s007 s008 s010 s011 s012 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s025,
741,P100045,cardiomems hf pressure measurement system,"system, hemodynamic, implantable","abbott medical387 technology circle, nwsuite 500atlanta, ga 30313",p100045,12/15/2010,05/28/2014,mom,14m-0727,06/10/2014,cardiovascular,yes,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf10/p100045b.pdf,labelinglabeling part 2,s001 s002 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s022 s023 s024 s025 s026 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s060 s061 s062 s063 s064 s065 s066 s067 s068 s069 s070,cdrh recalls
742,P050026,"quantel activis laser and zsl30 act, zsl120 act, and hsbmbq act slit lamp adapters","system, laser, photodynamic therapy","bausch + lomb ireland limited400 somerset corporate blvdbridgewater, nj 08807",p050026,07/14/2005,04/04/2006,mvf,06m-0162,04/18/2006,ophthalmic,no,yes,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf5/p050026b.pdf,labeling,s001 s002,
